Medición;Fecha;Estación_año;Año;Mes;Feriado;Día_semana;Día_laboral;Clima;Temperatura;Sensación_térmica;Humedad;Velocidad_viento;Usuarios_casuales;Usuarios_registrados;Ventas;Pib;Pib_cápita;Var_IPC_anual[%];Fecha
373;2012-01-08;1;1;1;0;0;0;1;13,8;17,0;46,5;12,8;599,0;2826,0;3425,0;42751,0;4000,0;3,51;2012-01-08
374;2012-01-09;1;1;1;0;1;1;2;9,2;12,4;70,2;6,6;106,0;2270,0;2376,0;42751,0;4000,0;3,51;2012-01-09
375;2012-01-10;1;1;1;0;2;1;1;12,7;15,9;64,7;12,6;173,0;3425,0;3598,0;42751,0;4000,0;3,51;2012-01-10
376;2012-01-11;1;1;1;0;3;1;2;11,2;14,1;84,8;8,8;92,0;2085,0;2177,0;42751,0;4000,0;3,51;2012-01-11
377;2012-01-12;1;1;1;0;4;1;2;15,7;19,1;80,3;12,1;269,0;3828,0;4097,0;42751,0;4000,0;3,51;2012-01-12
378;2012-01-13;1;1;1;0;5;1;1;11,2;12,5;50,8;25,3;174,0;3040,0;3214,0;42751,0;4000,0;3,51;2012-01-13
379;2012-01-14;1;1;1;0;6;0;1;7,4;9,2;45,8;12,5;333,0;2160,0;2493,0;42751,0;4000,0;3,51;2012-01-14
380;2012-01-15;1;1;1;0;0;0;1;6,8;8,1;41,9;16,8;284,0;2027,0;2311,0;42751,0;4000,0;3,51;2012-01-15
381;2012-01-16;1;1;1;1;1;0;1;7,8;9,5;52,3;15,5;217,0;2081,0;2298,0;42751,0;4000,0;3,51;2012-01-16
382;2012-01-17;1;1;1;0;2;1;2;15,3;18,2;71,6;23,4;127,0;2808,0;2935,0;42751,0;4000,0;3,51;2012-01-17
383;2012-01-18;1;1;1;0;3;1;1;12,4;13,8;44,3;27,8;109,0;3267,0;3376,0;42751,0;4000,0;3,51;2012-01-18
384;2012-01-19;1;1;1;0;4;1;1;7,8;9,5;49,8;14,8;130,0;3162,0;3292,0;42751,0;4000,0;3,51;2012-01-19
385;2012-01-20;1;1;1;0;5;1;2;8,9;11,0;45,0;13,6;115,0;3048,0;3163,0;42751,0;4000,0;3,51;2012-01-20
386;2012-01-21;1;1;1;0;6;0;2;7,1;8,7;83,1;14,9;67,0;1234,0;1301,0;42751,0;4000,0;3,51;2012-01-21
387;2012-01-22;1;1;1;0;0;0;2;6,7;8,1;79,6;13,4;196,0;1781,0;1977,0;42751,0;4000,0;3,51;2012-01-22
388;2012-01-23;1;1;1;0;1;1;2;9,0;12,2;91,1;7,4;145,0;2287,0;2432,0;42751,0;4000,0;3,51;2012-01-23
389;2012-01-24;1;1;1;0;2;1;1;14,0;17,5;83,6;8,3;439,0;3900,0;4339,0;42751,0;4000,0;3,51;2012-01-24
390;2012-01-25;1;1;1;0;3;1;1;12,1;14,7;64,4;10,8;467,0;3803,0;4270,0;42751,0;4000,0;3,51;2012-01-25
391;2012-01-26;1;1;1;0;4;1;2;14,0;17,8;77,0;4,9;244,0;3831,0;4075,0;42751,0;4000,0;3,51;2012-01-26
392;2012-01-27;1;1;1;0;5;1;2;17,4;20,8;74,1;23,0;269,0;3187,0;3456,0;42751,0;4000,0;3,51;2012-01-27
393;2012-01-28;1;1;1;0;6;0;1;12,9;16,3;54,3;14,1;775,0;3248,0;4023,0;42751,0;4000,0;3,51;2012-01-28
394;2012-01-29;1;1;1;0;0;0;1;11,6;13,6;31,1;16,1;558,0;2685,0;3243,0;42751,0;4000,0;3,51;2012-01-29
395;2012-01-30;1;1;1;0;1;1;1;11,0;13,1;40,1;14,5;126,0;3498,0;3624,0;42751,0;4000,0;3,51;2012-01-30
396;2012-01-31;1;1;1;0;2;1;1;16,0;19,1;41,7;17,5;324,0;4185,0;4509,0;42751,0;4000,0;3,51;2012-01-31
397;2012-02-01;1;1;2;0;3;1;1;19,2;23,3;50,8;12,7;304,0;4275,0;4579,0;42751,0;4000,0;3,60;2012-02-01
398;2012-02-02;1;1;2;0;4;1;2;16,4;19,9;67,3;12,5;190,0;3571,0;3761,0;42751,0;4000,0;3,60;2012-02-02
399;2012-02-03;1;1;2;0;5;1;1;12,8;15,5;52,7;12,0;310,0;3841,0;4151,0;42751,0;4000,0;3,60;2012-02-03
400;2012-02-04;1;1;2;0;6;0;2;10,8;13,6;78,0;8,2;384,0;2448,0;2832,0;42751,0;4000,0;3,60;2012-02-04
401;2012-02-05;1;1;2;0;0;0;2;10,9;13,2;68,8;11,8;318,0;2629,0;2947,0;42751,0;4000,0;3,60;2012-02-05
402;2012-02-06;1;1;2;0;1;1;1;11,6;14,8;62,2;10,3;206,0;3578,0;3784,0;42751,0;4000,0;3,60;2012-02-06
403;2012-02-07;1;1;2;0;2;1;1;14,5;18,1;49,6;9,9;199,0;4176,0;4375,0;42751,0;4000,0;3,60;2012-02-07
404;2012-02-08;1;1;2;0;3;1;2;10,5;13,3;72,3;9,0;109,0;2693,0;2802,0;42751,0;4000,0;3,60;2012-02-08
405;2012-02-09;1;1;2;0;4;1;1;10,9;13,1;56,2;13,0;163,0;3667,0;3830,0;42751,0;4000,0;3,60;2012-02-09
406;2012-02-10;1;1;2;0;5;1;2;11,5;14,7;54,0;7,8;227,0;3604,0;3831,0;42751,0;4000,0;3,60;2012-02-10
407;2012-02-11;1;1;2;0;6;0;3;9,2;10,5;73,1;19,4;192,0;1977,0;2169,0;42751,0;4000,0;3,60;2012-02-11
408;2012-02-12;1;1;2;0;0;0;1;5,2;5,1;46,5;27,4;73,0;1456,0;1529,0;42751,0;4000,0;3,60;2012-02-12
409;2012-02-13;1;1;2;0;1;1;1;9,1;11,4;41,1;11,2;94,0;3328,0;3422,0;42751,0;4000,0;3,60;2012-02-13
410;2012-02-14;1;1;2;0;2;1;2;13,1;16,7;50,9;9,5;135,0;3787,0;3922,0;42751,0;4000,0;3,60;2012-02-14
411;2012-02-15;1;1;2;0;3;1;1;14,3;17,6;53,1;12,2;141,0;4028,0;4169,0;42751,0;4000,0;3,60;2012-02-15
412;2012-02-16;1;1;2;0;4;1;2;13,0;16,5;75,3;6,1;74,0;2931,0;3005,0;42751,0;4000,0;3,60;2012-02-16
413;2012-02-17;1;1;2;0;5;1;1;14,1;17,6;63,5;13,8;349,0;3805,0;4154,0;42751,0;4000,0;3,60;2012-02-17
414;2012-02-18;1;1;2;0;6;0;1;14,2;17,8;53,5;12,8;1435,0;2883,0;4318,0;42751,0;4000,0;3,60;2012-02-18
415;2012-02-19;1;1;2;0;0;0;2;11,5;13,3;51,6;17,0;618,0;2071,0;2689,0;42751,0;4000,0;3,60;2012-02-19
416;2012-02-20;1;1;2;1;1;0;1;11,5;13,7;50,8;15,3;502,0;2627,0;3129,0;42751,0;4000,0;3,60;2012-02-20
417;2012-02-21;1;1;2;0;2;1;1;11,8;14,8;59,4;13,8;163,0;3614,0;3777,0;42751,0;4000,0;3,60;2012-02-21
418;2012-02-22;1;1;2;0;3;1;1;16,2;19,6;56,8;15,7;394,0;4379,0;4773,0;42751,0;4000,0;3,60;2012-02-22
419;2012-02-23;1;1;2;0;4;1;1;18,6;22,2;55,5;12,8;516,0;4546,0;5062,0;42751,0;4000,0;3,60;2012-02-23
420;2012-02-24;1;1;2;0;5;1;2;16,7;20,5;73,8;15,9;246,0;3241,0;3487,0;42751,0;4000,0;3,60;2012-02-24
421;2012-02-25;1;1;2;0;6;0;1;11,9;12,8;39,6;28,3;317,0;2415,0;2732,0;42751,0;4000,0;3,60;2012-02-25
422;2012-02-26;1;1;2;0;0;0;1;11,4;13,4;41,0;13,8;515,0;2874,0;3389,0;42751,0;4000,0;3,60;2012-02-26
423;2012-02-27;1;1;2;0;1;1;1;15,0;17,9;49,1;18,0;253,0;4069,0;4322,0;42751,0;4000,0;3,60;2012-02-27
424;2012-02-28;1;1;2;0;2;1;1;14,7;17,7;39,6;13,0;229,0;4134,0;4363,0;42751,0;4000,0;3,60;2012-02-28
425;2012-02-29;1;1;2;0;3;1;2;14,1;17,4;80,5;12,0;65,0;1769,0;1834,0;42751,0;4000,0;3,60;2012-02-29
426;2012-03-01;1;1;3;0;4;1;1;19,9;23,8;61,5;15,2;325,0;4665,0;4990,0;42751,0;4000,0;3,15;2012-03-01
427;2012-03-02;1;1;3;0;5;1;2;14,5;18,0;65,7;9,7;246,0;2948,0;3194,0;42751,0;4000,0;3,15;2012-03-02
428;2012-03-03;1;1;3;0;6;0;2;17,0;20,7;62,1;10,8;956,0;3110,0;4066,0;42751,0;4000,0;3,15;2012-03-03
429;2012-03-04;1;1;3;0;0;0;1;13,4;15,2;40,3;22,4;710,0;2713,0;3423,0;42751,0;4000,0;3,15;2012-03-04
430;2012-03-05;1;1;3;0;1;1;1;10,0;12,1;50,6;15,3;203,0;3130,0;3333,0;42751,0;4000,0;3,15;2012-03-05
431;2012-03-06;1;1;3;0;2;1;1;10,6;12,8;45,7;13,5;221,0;3735,0;3956,0;42751,0;4000,0;3,15;2012-03-06
432;2012-03-07;1;1;3;0;3;1;1;16,6;19,3;51,3;23,2;432,0;4484,0;4916,0;42751,0;4000,0;3,15;2012-03-07
433;2012-03-08;1;1;3;0;4;1;1;21,6;26,2;56,8;29,6;486,0;4896,0;5382,0;42751,0;4000,0;3,15;2012-03-08
434;2012-03-09;1;1;3;0;5;1;2;16,8;19,9;40,7;27,8;447,0;4122,0;4569,0;42751,0;4000,0;3,15;2012-03-09
435;2012-03-10;1;1;3;0;6;0;1;11,8;13,9;35,0;15,1;968,0;3150,0;4118,0;42751,0;4000,0;3,15;2012-03-10
436;2012-03-11;1;1;3;0;0;0;1;14,8;18,0;47,7;14,9;1658,0;3253,0;4911,0;42751,0;4000,0;3,15;2012-03-11
437;2012-03-12;1;1;3;0;1;1;1;19,1;23,0;48,9;13,9;838,0;4460,0;5298,0;42751,0;4000,0;3,15;2012-03-12
438;2012-03-13;1;1;3;0;2;1;1;23,2;27,1;61,8;15,9;762,0;5085,0;5847,0;42751,0;4000,0;3,15;2012-03-13
439;2012-03-14;1;1;3;0;3;1;1;23,5;27,4;50,7;7,7;997,0;5315,0;6312,0;42751,0;4000,0;3,15;2012-03-14
440;2012-03-15;1;1;3;0;4;1;1;22,9;26,6;58,0;10,0;1005,0;5187,0;6192,0;42751,0;4000,0;3,15;2012-03-15
441;2012-03-16;1;1;3;0;5;1;2;17,9;21,8;84,2;7,6;548,0;3830,0;4378,0;42751,0;4000,0;3,15;2012-03-16
442;2012-03-17;1;1;3;0;6;0;2;21,1;25,3;75,6;7,4;3155,0;4681,0;7836,0;42751,0;4000,0;3,15;2012-03-17
443;2012-03-18;1;1;3;0;0;0;2;19,4;23,2;81,0;8,5;2207,0;3685,0;5892,0;42751,0;4000,0;3,15;2012-03-18
444;2012-03-19;1;1;3;0;1;1;1;22,3;26,6;72,9;10,9;982,0;5171,0;6153,0;42751,0;4000,0;3,15;2012-03-19
445;2012-03-20;1;1;3;0;2;1;1;23,0;26,9;80,8;8,1;1051,0;5042,0;6093,0;42751,0;4000,0;3,15;2012-03-20
446;2012-03-21;2;1;3;0;3;1;2;21,8;25,7;82,1;6,0;1122,0;5108,0;6230,0;42751,0;4000,0;3,15;2012-03-21
447;2012-03-22;2;1;3;0;4;1;1;22,7;26,6;83,1;7,9;1334,0;5537,0;6871,0;42751,0;4000,0;3,15;2012-03-22
448;2012-03-23;2;1;3;0;5;1;2;24,7;28,5;69,4;7,8;2469,0;5893,0;8362,0;42751,0;4000,0;3,15;2012-03-23
449;2012-03-24;2;1;3;0;6;0;2;20,6;24,3;88,5;12,9;1033,0;2339,0;3372,0;42751,0;4000,0;3,15;2012-03-24
450;2012-03-25;2;1;3;0;0;0;2;17,9;21,9;88,1;14,8;1532,0;3464,0;4996,0;42751,0;4000,0;3,15;2012-03-25
451;2012-03-26;2;1;3;0;1;1;1;18,3;21,9;47,8;25,9;795,0;4763,0;5558,0;42751,0;4000,0;3,15;2012-03-26
452;2012-03-27;2;1;3;0;2;1;1;13,3;15,8;29,0;12,5;531,0;4571,0;5102,0;42751,0;4000,0;3,15;2012-03-27
453;2012-03-28;2;1;3;0;3;1;1;19,9;23,5;48,1;19,5;674,0;5024,0;5698,0;42751,0;4000,0;3,15;2012-03-28
454;2012-03-29;2;1;3;0;4;1;1;20,3;24,1;43,9;21,4;834,0;5299,0;6133,0;42751,0;4000,0;3,15;2012-03-29
455;2012-03-30;2;1;3;0;5;1;2;15,2;18,8;58,1;9,3;796,0;4663,0;5459,0;42751,0;4000,0;3,15;2012-03-30
456;2012-03-31;2;1;3;0;6;0;2;17,4;21,1;73,8;16,8;2301,0;3934,0;6235,0;42751,0;4000,0;3,15;2012-03-31
457;2012-04-01;2;1;4;0;0;0;2;17,5;20,9;67,6;11,5;2347,0;3694,0;6041,0;41964,0;3900,0;3,01;2012-04-01
458;2012-04-02;2;1;4;0;1;1;1;17,8;21,4;50,4;20,9;1208,0;4728,0;5936,0;41964,0;3900,0;3,01;2012-04-02
459;2012-04-03;2;1;4;0;2;1;1;19,1;23,1;39,7;6,7;1348,0;5424,0;6772,0;41964,0;3900,0;3,01;2012-04-03
460;2012-04-04;2;1;4;0;3;1;1;22,2;26,7;47,0;12,1;1058,0;5378,0;6436,0;41964,0;3900,0;3,01;2012-04-04
461;2012-04-05;2;1;4;0;4;1;1;17,8;21,6;37,4;14,7;1192,0;5265,0;6457,0;41964,0;3900,0;3,01;2012-04-05
462;2012-04-06;2;1;4;0;5;1;1;16,5;19,5;37,7;20,1;1807,0;4653,0;6460,0;41964,0;3900,0;3,01;2012-04-06
463;2012-04-07;2;1;4;0;6;0;1;17,9;21,3;25,4;18,4;3252,0;3605,0;6857,0;41964,0;3900,0;3,01;2012-04-07
464;2012-04-08;2;1;4;0;0;0;1;20,5;24,6;27,6;15,6;2230,0;2939,0;5169,0;41964,0;3900,0;3,01;2012-04-08
465;2012-04-09;2;1;4;0;1;1;1;20,1;23,8;31,8;24,0;905,0;4680,0;5585,0;41964,0;3900,0;3,01;2012-04-09
466;2012-04-10;2;1;4;0;2;1;1;18,3;21,8;43,5;16,7;819,0;5099,0;5918,0;41964,0;3900,0;3,01;2012-04-10
467;2012-04-11;2;1;4;0;3;1;1;14,3;16,9;47,0;19,8;482,0;4380,0;4862,0;41964,0;3900,0;3,01;2012-04-11
468;2012-04-12;2;1;4;0;4;1;1;16,3;19,4;46,6;19,5;663,0;4746,0;5409,0;41964,0;3900,0;3,01;2012-04-12
469;2012-04-13;2;1;4;0;5;1;1;18,1;21,6;40,8;10,4;1252,0;5146,0;6398,0;41964,0;3900,0;3,01;2012-04-13
470;2012-04-14;2;1;4;0;6;0;1;20,3;24,4;50,3;12,8;2795,0;4665,0;7460,0;41964,0;3900,0;3,01;2012-04-14
471;2012-04-15;2;1;4;0;0;0;1;24,9;28,7;50,8;15,1;2846,0;4286,0;7132,0;41964,0;3900,0;3,01;2012-04-15
472;2012-04-16;2;1;4;1;1;0;1;27,2;30,7;56,2;19,1;1198,0;5172,0;6370,0;41964,0;3900,0;3,01;2012-04-16
473;2012-04-17;2;1;4;0;2;1;1;24,9;29,9;39,0;18,3;989,0;5702,0;6691,0;41964,0;3900,0;3,01;2012-04-17
474;2012-04-18;2;1;4;0;3;1;2;19,0;22,9;56,9;11,3;347,0;4020,0;4367,0;41964,0;3900,0;3,01;2012-04-18
475;2012-04-19;2;1;4;0;4;1;1;20,4;24,7;61,3;4,4;846,0;5719,0;6565,0;41964,0;3900,0;3,01;2012-04-19
476;2012-04-20;2;1;4;0;5;1;1;21,6;25,8;69,5;10,0;1340,0;5950,0;7290,0;41964,0;3900,0;3,01;2012-04-20
477;2012-04-21;2;1;4;0;6;0;1;23,4;27,1;68,3;19,0;2541,0;4083,0;6624,0;41964,0;3900,0;3,01;2012-04-21
478;2012-04-22;2;1;4;0;0;0;3;16,3;19,5;83,5;23,1;120,0;907,0;1027,0;41964,0;3900,0;3,01;2012-04-22
479;2012-04-23;2;1;4;0;1;1;2;13,2;15,1;76,7;20,3;195,0;3019,0;3214,0;41964,0;3900,0;3,01;2012-04-23
480;2012-04-24;2;1;4;0;2;1;1;16,9;20,3;45,4;16,7;518,0;5115,0;5633,0;41964,0;3900,0;3,01;2012-04-24
481;2012-04-25;2;1;4;0;3;1;1;19,5;23,5;42,8;8,0;655,0;5541,0;6196,0;41964,0;3900,0;3,01;2012-04-25
482;2012-04-26;2;1;4;0;4;1;2;20,4;24,2;75,7;11,8;475,0;4551,0;5026,0;41964,0;3900,0;3,01;2012-04-26
483;2012-04-27;2;1;4;0;5;1;1;18,8;22,6;40,1;23,3;1014,0;5219,0;6233,0;41964,0;3900,0;3,01;2012-04-27
484;2012-04-28;2;1;4;0;6;0;2;15,4;18,9;49,0;8,7;1120,0;3100,0;4220,0;41964,0;3900,0;3,01;2012-04-28
485;2012-04-29;2;1;4;0;0;0;1;18,8;22,5;58,7;7,8;2229,0;4075,0;6304,0;41964,0;3900,0;3,01;2012-04-29
486;2012-04-30;2;1;4;0;1;1;2;19,0;22,9;57,0;11,5;665,0;4907,0;5572,0;41964,0;3900,0;3,01;2012-04-30
487;2012-05-01;2;1;5;0;2;1;2;25,1;28,9;66,0;10,5;653,0;5087,0;5740,0;41964,0;3900,0;2,70;2012-05-01
488;2012-05-02;2;1;5;0;3;1;1;23,1;26,9;79,7;9,2;667,0;5502,0;6169,0;41964,0;3900,0;2,70;2012-05-02
489;2012-05-03;2;1;5;0;4;1;2;23,0;26,9;76,8;9,0;764,0;5657,0;6421,0;41964,0;3900,0;2,70;2012-05-03
490;2012-05-04;2;1;5;0;5;1;1;25,7;29,5;73,5;10,9;1069,0;5227,0;6296,0;41964,0;3900,0;2,70;2012-05-04
491;2012-05-05;2;1;5;0;6;0;2;25,5;29,2;75,7;10,3;2496,0;4387,0;6883,0;41964,0;3900,0;2,70;2012-05-05
492;2012-05-06;2;1;5;0;0;0;2;23,1;27,3;74,0;10,0;2135,0;4224,0;6359,0;41964,0;3900,0;2,70;2012-05-06
493;2012-05-07;2;1;5;0;1;1;2;22,0;26,4;66,4;15,5;1008,0;5265,0;6273,0;41964,0;3900,0;2,70;2012-05-07
494;2012-05-08;2;1;5;0;2;1;2;23,8;27,9;68,6;19,8;738,0;4990,0;5728,0;41964,0;3900,0;2,70;2012-05-08
495;2012-05-09;2;1;5;0;3;1;2;23,6;27,7;74,4;14,5;620,0;4097,0;4717,0;41964,0;3900,0;2,70;2012-05-09
496;2012-05-10;2;1;5;0;4;1;1;20,7;24,6;55,2;21,0;1026,0;5546,0;6572,0;41964,0;3900,0;2,70;2012-05-10
497;2012-05-11;2;1;5;0;5;1;1;21,9;26,0;36,0;15,9;1319,0;5711,0;7030,0;41964,0;3900,0;2,70;2012-05-11
498;2012-05-12;2;1;5;0;6;0;1;23,1;27,2;48,0;8,2;2622,0;4807,0;7429,0;41964,0;3900,0;2,70;2012-05-12
499;2012-05-13;2;1;5;0;0;0;1;25,1;29,3;57,6;15,1;2172,0;3946,0;6118,0;41964,0;3900,0;2,70;2012-05-13
500;2012-05-14;2;1;5;0;1;1;2;23,5;27,5;79,0;14,3;342,0;2501,0;2843,0;41964,0;3900,0;2,70;2012-05-14
501;2012-05-15;2;1;5;0;2;1;2;25,1;28,8;79,5;9,9;625,0;4490,0;5115,0;41964,0;3900,0;2,70;2012-05-15
502;2012-05-16;2;1;5;0;3;1;1;26,1;29,8;69,8;8,2;991,0;6433,0;7424,0;41964,0;3900,0;2,70;2012-05-16
503;2012-05-17;2;1;5;0;4;1;1;24,3;28,6;52,0;15,4;1242,0;6142,0;7384,0;41964,0;3900,0;2,70;2012-05-17
504;2012-05-18;2;1;5;0;5;1;1;23,1;27,6;52,3;9,2;1521,0;6118,0;7639,0;41964,0;3900,0;2,70;2012-05-18
505;2012-05-19;2;1;5;0;6;0;1;24,6;28,3;45,6;5,6;3410,0;4884,0;8294,0;41964,0;3900,0;2,70;2012-05-19
506;2012-05-20;2;1;5;0;0;0;1;25,5;29,2;53,0;17,0;2704,0;4425,0;7129,0;41964,0;3900,0;2,70;2012-05-20
507;2012-05-21;2;1;5;0;1;1;2;24,5;28,3;81,1;15,6;630,0;3729,0;4359,0;41964,0;3900,0;2,70;2012-05-21
508;2012-05-22;2;1;5;0;2;1;2;25,2;29,0;76,6;7,9;819,0;5254,0;6073,0;41964,0;3900,0;2,70;2012-05-22
509;2012-05-23;2;1;5;0;3;1;2;25,5;29,2;77,5;6,8;766,0;4494,0;5260,0;41964,0;3900,0;2,70;2012-05-23
510;2012-05-24;2;1;5;0;4;1;1;26,9;30,3;71,7;11,6;1059,0;5711,0;6770,0;41964,0;3900,0;2,70;2012-05-24
511;2012-05-25;2;1;5;0;5;1;1;27,9;31,4;74,7;9,4;1417,0;5317,0;6734,0;41964,0;3900,0;2,70;2012-05-25
512;2012-05-26;2;1;5;0;6;0;1;28,4;32,1;73,3;13,3;2855,0;3681,0;6536,0;41964,0;3900,0;2,70;2012-05-26
513;2012-05-27;2;1;5;0;0;0;1;28,3;32,1;69,7;14,4;3283,0;3308,0;6591,0;41964,0;3900,0;2,70;2012-05-27
514;2012-05-28;2;1;5;1;1;0;1;29,2;34,0;67,6;13,2;2557,0;3486,0;6043,0;41964,0;3900,0;2,70;2012-05-28
515;2012-05-29;2;1;5;0;2;1;1;29,6;33,6;68,5;19,8;880,0;4863,0;5743,0;41964,0;3900,0;2,70;2012-05-29
516;2012-05-30;2;1;5;0;3;1;2;26,9;30,6;67,0;9,0;745,0;6110,0;6855,0;41964,0;3900,0;2,70;2012-05-30
517;2012-05-31;2;1;5;0;4;1;1;27,9;31,6;49,3;13,1;1100,0;6238,0;7338,0;41964,0;3900,0;2,70;2012-05-31
518;2012-06-01;2;1;6;0;5;1;2;26,8;30,4;75,5;15,9;533,0;3594,0;4127,0;41964,0;3900,0;2,71;2012-06-01
519;2012-06-02;2;1;6;0;6;0;1;23,9;28,3;54,9;12,5;2795,0;5325,0;8120,0;41964,0;3900,0;2,71;2012-06-02
520;2012-06-03;2;1;6;0;0;0;1;24,7;28,8;49,3;12,3;2494,0;5147,0;7641,0;41964,0;3900,0;2,71;2012-06-03
521;2012-06-04;2;1;6;0;1;1;1;24,5;28,9;48,7;19,1;1071,0;5927,0;6998,0;41964,0;3900,0;2,71;2012-06-04
522;2012-06-05;2;1;6;0;2;1;2;22,2;26,3;61,3;14,0;968,0;6033,0;7001,0;41964,0;3900,0;2,71;2012-06-05
523;2012-06-06;2;1;6;0;3;1;1;22,7;27,1;61,1;5,2;1027,0;6028,0;7055,0;41964,0;3900,0;2,71;2012-06-06
524;2012-06-07;2;1;6;0;4;1;1;24,7;28,5;56,7;10,5;1038,0;6456,0;7494,0;41964,0;3900,0;2,71;2012-06-07
525;2012-06-08;2;1;6;0;5;1;1;26,6;29,9;46,8;11,8;1488,0;6248,0;7736,0;41964,0;3900,0;2,71;2012-06-08
526;2012-06-09;2;1;6;0;6;0;1;29,1;32,4;43,7;9,7;2708,0;4790,0;7498,0;41964,0;3900,0;2,71;2012-06-09
527;2012-06-10;2;1;6;0;0;0;1;29,8;33,2;53,8;9,0;2224,0;4374,0;6598,0;41964,0;3900,0;2,71;2012-06-10
528;2012-06-11;2;1;6;0;1;1;2;29,6;33,0;58,8;13,9;1017,0;5647,0;6664,0;41964,0;3900,0;2,71;2012-06-11
529;2012-06-12;2;1;6;0;2;1;2;26,8;29,9;83,3;14,4;477,0;4495,0;4972,0;41964,0;3900,0;2,71;2012-06-12
530;2012-06-13;2;1;6;0;3;1;1;26,9;30,6;58,2;23,0;1173,0;6248,0;7421,0;41964,0;3900,0;2,71;2012-06-13
531;2012-06-14;2;1;6;0;4;1;1;26,6;31,2;57,0;17,0;1180,0;6183,0;7363,0;41964,0;3900,0;2,71;2012-06-14
532;2012-06-15;2;1;6;0;5;1;1;26,2;30,0;59,0;11,8;1563,0;6102,0;7665,0;41964,0;3900,0;2,71;2012-06-15
533;2012-06-16;2;1;6;0;6;0;1;25,9;29,7;50,4;11,2;2963,0;4739,0;7702,0;41964,0;3900,0;2,71;2012-06-16
534;2012-06-17;2;1;6;0;0;0;1;24,3;28,6;59,9;9,7;2634,0;4344,0;6978,0;41964,0;3900,0;2,71;2012-06-17
535;2012-06-18;2;1;6;0;1;1;2;23,3;27,2;77,8;11,7;653,0;4446,0;5099,0;41964,0;3900,0;2,71;2012-06-18
536;2012-06-19;2;1;6;0;2;1;1;28,2;32,7;69,0;9,9;968,0;5857,0;6825,0;41964,0;3900,0;2,71;2012-06-19
537;2012-06-20;2;1;6;0;3;1;1;32,1;36,0;59,2;7,6;872,0;5339,0;6211,0;41964,0;3900,0;2,71;2012-06-20
538;2012-06-21;3;1;6;0;4;1;1;33,0;37,6;56,8;8,0;778,0;5127,0;5905,0;41964,0;3900,0;2,71;2012-06-21
539;2012-06-22;3;1;6;0;5;1;1;31,9;36,2;57,4;12,3;964,0;4859,0;5823,0;41964,0;3900,0;2,71;2012-06-22
540;2012-06-23;3;1;6;0;6;0;1;30,0;32,6;53,5;12,0;2657,0;4801,0;7458,0;41964,0;3900,0;2,71;2012-06-23
541;2012-06-24;3;1;6;0;0;0;1;30,5;33,7;47,9;9,8;2551,0;4340,0;6891,0;41964,0;3900,0;2,71;2012-06-24
542;2012-06-25;3;1;6;0;1;1;1;29,3;32,7;50,4;20,1;1139,0;5640,0;6779,0;41964,0;3900,0;2,71;2012-06-25
543;2012-06-26;3;1;6;0;2;1;1;25,9;29,7;37,3;23,3;1077,0;6365,0;7442,0;41964,0;3900,0;2,71;2012-06-26
544;2012-06-27;3;1;6;0;3;1;1;28,6;32,0;36,0;18,2;1077,0;6258,0;7335,0;41964,0;3900,0;2,71;2012-06-27
545;2012-06-28;3;1;6;0;4;1;1;30,7;33,8;42,3;11,5;921,0;5958,0;6879,0;41964,0;3900,0;2,71;2012-06-28
546;2012-06-29;3;1;6;0;5;1;1;34,2;39,3;48,9;11,1;829,0;4634,0;5463,0;41964,0;3900,0;2,71;2012-06-29
547;2012-06-30;3;1;6;0;6;0;1;31,4;34,4;60,1;10,8;1455,0;4232,0;5687,0;41964,0;3900,0;2,71;2012-06-30
548;2012-07-01;3;1;7;0;0;0;1;33,4;37,5;51,9;11,3;1421,0;4110,0;5531,0;41882,0;3900,0;2,77;2012-07-01
549;2012-07-02;3;1;7;0;1;1;1;32,0;35,1;44,7;13,1;904,0;5323,0;6227,0;41882,0;3900,0;2,77;2012-07-02
550;2012-07-03;3;1;7;0;2;1;1;32,0;35,1;49,2;8,5;1052,0;5608,0;6660,0;41882,0;3900,0;2,77;2012-07-03
551;2012-07-04;3;1;7;1;3;0;1;32,4;36,6;53,9;9,0;2562,0;4841,0;7403,0;41882,0;3900,0;2,77;2012-07-04
552;2012-07-05;3;1;7;0;4;1;1;33,9;38,1;45,8;13,0;1405,0;4836,0;6241,0;41882,0;3900,0;2,77;2012-07-05
553;2012-07-06;3;1;7;0;5;1;1;34,0;37,6;45,1;9,8;1366,0;4841,0;6207,0;41882,0;3900,0;2,77;2012-07-06
554;2012-07-07;3;1;7;0;6;0;1;35,3;40,2;49,2;11,0;1448,0;3392,0;4840,0;41882,0;3900,0;2,77;2012-07-07
555;2012-07-08;3;1;7;0;0;0;1;33,7;39,5;57,4;8,4;1203,0;3469,0;4672,0;41882,0;3900,0;2,77;2012-07-08
556;2012-07-09;3;1;7;0;1;1;2;29,1;32,7;68,3;12,1;998,0;5571,0;6569,0;41882,0;3900,0;2,77;2012-07-09
557;2012-07-10;3;1;7;0;2;1;2;29,6;33,2;66,8;10,2;954,0;5336,0;6290,0;41882,0;3900,0;2,77;2012-07-10
558;2012-07-11;3;1;7;0;3;1;1;29,4;32,5;63,3;10,2;975,0;6289,0;7264,0;41882,0;3900,0;2,77;2012-07-11
